Event ID,Event,Date,Score,Result,Sport,Location,Opposing Team
77500,Middle Tennessee/NCAA Regional Semifinal,8-Dec-2007,3 - 0,Win,W Volleyball,Penn State,Middle Tennessee
77501,UCLA,23-Dec-2007,17 - 16,Win,Football,UNLV,UCLA
77502,No. 1 Penn State/NCAA Regional Final,9-Dec-2007,0 - 3,Loss,W Volleyball,Penn State,Penn State
77503,Nebraska,14-Mar-2008,0 - 2,Loss,Softball,UNLV,Nebraska
77504,Nebraska,15-Mar-2008,2 - 1,Win,Softball,UNLV,Nebraska
77505,Portland,23-Feb-2008,7 - 8,Loss,Baseball,Portland,Portland
77506,BYU Indoor Invitational,11-Jan-2008,,Unknown,M Track & Field,BYU,
77507,Nebraska Holiday Inn Invitational,25-Jan-2008,0 - 0,Unknown,M Track & Field,Nebraska,Nebraska
77508,NAU Friday Night Challenge,19-Jan-2008,0 - 0,Unknown,M Track & Field,Northern Arizona,Northern Arizona
77509,Air Force Invitational,1-Feb-2008,0 - 0,Unknown,M Track & Field,Air Force,Air Force
77510,Mt. State Games,8-Feb-2008,0 - 0,Unknown,M Track & Field,,Opp
77511,New Balance Collegiate Invitational,8-Feb-2008,0 - 0,Unknown,M Track & Field,,Opp
77512,Iowa State Invitational,15-Feb-2008,0 - 0,Unknown,M Track & Field,Iowa State,Iowa State
77513,Weber State Invitational,22-Feb-2008,0 - 0,Unknown,M Track & Field,Weber State,Weber State
77514,Notre Dame Last Chance Meet,7-Mar-2008,0 - 0,Unknown,M Track & Field,Notre Dame,Notre Dame
77515,Willie Williams/Dave Murray Distance Meet,21-Mar-2008,0 - 0,Unknown,M Track & Field,,Opp
77516,ASU Invitational,28-Mar-2008,0 - 0,Unknown,M Track & Field,Arizona State,Arizona State
77517,Stanford Invitational,4-Apr-2008,0 - 0,Unknown,M Track & Field,Stanford,Stanford
77518,BYU Cougar Invitational,4-Apr-2008,,Unknown,M Track & Field,BYU,
77519,Missouri Tom Botts Invitational,10-Apr-2008,0 - 0,Unknown,M Track & Field,,Opp
77520,Weber State Wildcat Invitational,12-Apr-2008,0 - 0,Unknown,M Track & Field,Weber State,Weber State
77521,Utah State Invitational,18-Apr-2008,0 - 0,Unknown,M Track & Field,Utah State,Utah State
77522,Mt. Sac Relays,18-Apr-2008,0 - 0,Unknown,M Track & Field,,Opp
77523,BYU Robison Invitational,23-Apr-2008,,Unknown,M Track & Field,BYU,
77524,Weber State Wildcat Invitational,3-May-2008,0 - 0,Unknown,M Track & Field,Weber State,Weber State
77525,University of Utah Twilight,7-May-2008,0 - 0,Unknown,M Track & Field,Utah,Utah
77526,BYU Indoor Invitational,11-Jan-2008,,Unknown,W Track & Field,BYU,
77527,Nebraska Holiday Inn Invitational,25-Jan-2008,0 - 0,Unknown,W Track & Field,Nebraska,Nebraska
77528,NAU Friday Night Challenge,19-Jan-2008,0 - 0,Unknown,W Track & Field,Northern Arizona,Northern Arizona
77529,Air Force Invitational,1-Feb-2008,0 - 0,Unknown,W Track & Field,Air Force,Air Force
77530,Mt. State Games,8-Feb-2008,0 - 0,Unknown,W Track & Field,,Opp
77531,New Balance Collegiate Invitational,8-Feb-2008,0 - 0,Unknown,W Track & Field,,Opp
77532,Boise State Invitational,16-Feb-2008,0 - 0,Unknown,W Track & Field,Boise State,Boise State
77533,Weber State Invitational,22-Feb-2008,0 - 0,Unknown,W Track & Field,Weber State,Weber State
77534,MWC Indoor Championships,29-Feb-2008,0 - 0,Unknown,W Track & Field,,Opp
77535,Notre Dame Last Chance,7-Mar-2008,0 - 0,Unknown,W Track & Field,Notre Dame,Notre Dame
77536,NCAA Indoor Championships,14-Mar-2008,0 - 0,Unknown,W Track & Field,,Opp
77537,Willie Williams/Dave Murray Distance Meet,21-Mar-2008,0 - 0,Unknown,W Track & Field,,Opp
77538,ASU Invitational,28-Mar-2008,0 - 0,Unknown,W Track & Field,Arizona State,Arizona State
77539,Texas Relays,1-Apr-2008,0 - 0,Unknown,W Track & Field,Texas,Texas
77540,Stanford Invitational,4-Apr-2008,0 - 0,Unknown,W Track & Field,Stanford,Stanford
77541,BYU Cougar Invitational,4-Apr-2008,,Unknown,W Track & Field,BYU,
77542,UCLA Invitational,10-Apr-2008,0 - 0,Unknown,W Track & Field,UCLA,UCLA
77543,Missouri Tom Botts Invitational,10-Apr-2008,0 - 0,Unknown,W Track & Field,,Opp
77544,Mt. Sac Relays,18-Apr-2008,0 - 0,Unknown,W Track & Field,,Opp
77545,BYU Robison Invitational,23-Apr-2008,,Unknown,W Track & Field,BYU,
77546,BYU Invitational,2-May-2008,,Unknown,W Track & Field,BYU,
77547,Weber State Invitational,3-May-2008,0 - 0,Unknown,W Track & Field,Weber State,Weber State
77548,University of Utah Twilight,7-May-2008,0 - 0,Unknown,W Track & Field,Utah,Utah
77549,MWC Outdoor Championships,14-May-2008,0 - 0,Unknown,W Track & Field,,Opp
77550,Regional Qualifier,30-May-2008,0 - 0,Unknown,W Track & Field,,Opp
77551,NCAA Outdoor Championships,13-Jun-2008,0 - 0,Unknown,W Track & Field,,Opp
77552,No. 4 Long Beach State,21-Mar-2008,0 - 3,Loss,M Volleyball,Long Beach State,Long Beach State
77553,No. 4 Long Beach State,22-Mar-2008,1 - 3,Loss,M Volleyball,Long Beach State,Long Beach State
77554,Northern Iowa,30-Aug-2008,41 - 17,Win,Football,BYU,Northern Iowa
77555,Washington,6-Sep-2008,28 - 27,Win,Football,Washington,Washington
77556,UCLA,13-Sep-2008,59 - 0,Win,Football,BYU,UCLA
77557,Utah State,4-Oct-2008,34 - 14,Win,Football,Utah State,Utah State
77558,College of the Desert,15-Feb-2008,7 - 0,Win,M Tennis,Desert,Desert
77559,Azusa Pacific,18-Feb-2008,6 - 1,Win,M Tennis,,
77565,Kansas,16-Feb-2008,3 - 5,Loss,Softball,Neutral,Kansas
77571,San Jose State,16-Feb-2008,2 - 3,Loss,Softball,Neutral,San Jose State
77572,Colorado State,13-Mar-2008,89 - 62,Win,M Basketball,UNLV,Colorado State
77573,MWC Champs. Quarterfinal game vs. UNM,12-Mar-2008,41 - 59,Loss,W Basketball,,Opp
77576,San Diego State,15-Mar-2008,63 - 54,Win,M Basketball,UNLV,SDSU
77577,UNLV,15-Mar-2008,61 - 76,Loss,M Basketball,UNLV,UNLV
77578,Texas A&M,20-Mar-2008,62 - 67,Loss,M Basketball,Neutral,Texas A&M
77579,Wichita State,21-Mar-2008,1 - 4,Loss,M Tennis,Wichita State,Wichita State
77580,Yale,22-Mar-2008,5 - 2,Win,M Tennis,Yale,Yale
77581,Utah Valley State,1-Apr-2008,7 - 0,Win,Softball,UVU,UVU
77582,Wyoming,20-Sep-2008,44 - 0,Win,Football,BYU,Wyoming
77583,New Mexico,11-Oct-2008,21 - 3,Win,Football,BYU,New Mexico
77584,No. 24 TCU,17-Oct-2008,7 - 32,Loss,Football,TCU,TCU
77585,UNLV,25-Oct-2008,42 - 35,Win,Football,BYU,UNLV
77586,Colorado State,1-Nov-2008,45 - 42,Win,Football,Colorado State,Colorado State
77587,San Diego State,8-Nov-2008,41 - 12,Win,Football,BYU,SDSU
77588,Air Force,15-Nov-2008,38 - 24,Win,Football,Air Force,Air Force
77589,No. 7/8 Utah,22-Nov-2008,24 - 48,Loss,Football,Utah,Utah
77590,NCAA Regionals,13-Apr-2008,194 - 0,5th,W Gymnastics,Penn State,Opp
77591,Northrop Grumman Regional Challenge,13-Feb-2008,,,W Golf,Ohio State,Ohio State
77592,Arizona Wildcat Invitational,27-Feb-2008,,,W Golf,Arizona,Arizona
77593,UNLV Spring Invitational,12-Mar-2008,,,W Golf,UNLV,UNLV
77594,BYU Dixie Classic,2-Apr-2008,,,W Golf,BYU,
77595,PING Arizona Intercollegiate,28-Jan-2008,,,M Golf,Arizona,Arizona
77596,John Burns Intercollegiate,20-Feb-2008,,,M Golf,Hawai'i,Hawai'i
77597,USC Collegiate Invitational,3-Mar-2008,,,M Golf,USC,USC
77598,Fresno Lexus Classic,10-Mar-2008,,,M Golf,Fresno State,Fresno State
77599,U.S. Collegiate Championship,24-Mar-2008,,,M Golf,Georgia,Georgia
77600,Morris Williams Intercollegiate,7-Apr-2008,,,M Golf,Texas,Texas
77601,UNLV,24-Apr-2008,4 - 2,Win,M Tennis,UNLV,UNLV
77602,Roar-EE Invitational,12-Apr-2008,,,W Golf,Columbia,Columbia
77603,TCU,25-Apr-2008,0 - 4,Loss,M Tennis,TCU,TCU
77604,Utah,24-Apr-2008,0 - 4,Loss,W Tennis,Utah,Utah
77605,No. 23 Georgia,16-May-2008,3 - 9,Loss,Softball,North Carolina,Georgia
77606,Campbell,17-May-2008,1 - 0,Win,Softball,North Carolina,
77607,No. 23 Georgia,17-May-2008,0 - 4,Loss,Softball,North Carolina,Georgia
77609,San Diego St.,21-May-2008,0 - 1,Loss,Baseball,TCU,SDSU
77610,Blue/White,17-Aug-2008,0 - 0,Unknown,W Soccer,BYU,BYU
77611,Cal Poly,23-Aug-2008,2 - 1,Win,W Soccer,Cal Poly,Cal Poly
77612,LSU,26-Aug-2008,1 - 4,Loss,W Soccer,LSU,LSU
77613,Georgia,30-Aug-2008,4 - 1,Win,W Soccer,BYU,Georgia
77614,Arizona,1-Sep-2008,1 - 0,Win,W Soccer,BYU,Arizona
77615,William and Mary,5-Sep-2008,1 - 4,Loss,W Soccer,William and Mary,William and Mary
77616,Marquette,7-Sep-2008,0 - 1,Loss,W Soccer,Marquette,Marquette
77617,Long Beach State,11-Sep-2008,0 - 3,Loss,W Soccer,Long Beach State,Long Beach State
77618,Idaho State,14-Sep-2008,2 - 0,Win,W Soccer,BYU,Idaho State
77619,Miami,17-Sep-2008,1 - 0,Win,W Soccer,Miami,Miami
77620,Michigan State,20-Sep-2008,2 - 0,Win,W Soccer,BYU,Michigan State
77621,California,25-Sep-2008,1 - 2,Loss,W Soccer,Cal,Cal
77622,Utah State,2-Oct-2008,2 - 0,Win,W Soccer,Utah State,Utah State
77623,Utah,5-Oct-2008,5 - 0,Win,W Soccer,Utah,Utah
77624,San Diego State,11-Oct-2008,2 - 0,Win,W Soccer,BYU,SDSU
77625,TCU,16-Oct-2008,1 - 0,Win,W Soccer,TCU,TCU
77626,New Mexico,18-Oct-2008,2 - 1,Win,W Soccer,New Mexico,New Mexico
77627,Air Force,26-Oct-2008,3 - 0,Win,W Soccer,BYU,Air Force
77628,Weber State,29-Oct-2008,1 - 0,Win,W Soccer,BYU,Weber State
77629,Wyoming,1-Nov-2008,1 - 0,Win,W Soccer,Wyoming,Wyoming
77631,Utah,8-Nov-2008,1 - 0,Win,W Soccer,UNLV,Utah
77634,UNLV,10-Oct-2008,1 - 0,Win,W Soccer,BYU,UNLV
77635,Tulane vs. Missouri,29-Aug-2008,0 - 0,Unknown,W Volleyball,BYU,Tulane
77636,Utah State,30-Aug-2008,3 - 0,Win,W Volleyball,BYU,Utah State
77637,Utah State vs. Missouri,30-Aug-2008,0 - 0,Unknown,W Volleyball,BYU,Utah State
77638,Tulane,30-Aug-2008,3 - 1,Win,W Volleyball,BYU,Tulane
77639,Tulane vs. Utah State,30-Aug-2008,0 - 0,Unknown,W Volleyball,BYU,Utah State
77640,Missouri,31-Aug-2008,3 - 2,Win,W Volleyball,BYU,Missouri
77641,Siena,5-Sep-2008,3 - 1,Win,W Volleyball,Texas A&M,Siena
77642,American,6-Sep-2008,3 - 1,Win,W Volleyball,Texas A&M,
77643,Texas A&M,7-Sep-2008,1 - 3,Loss,W Volleyball,Texas A&M,Texas A&M
77644,Boise State,12-Sep-2008,3 - 1,Win,W Volleyball,Wisconsin,Boise State
77645,Central Michigan,13-Sep-2008,3 - 0,Win,W Volleyball,Wisconsin,Central Michigan
77646,Wisconsin,14-Sep-2008,2 - 3,Loss,W Volleyball,Wisconsin,Wisconsin
77647,Wyoming,19-Sep-2008,3 - 0,Win,W Volleyball,Wyoming,Wyoming
77648,Colorado State,21-Sep-2008,0 - 3,Loss,W Volleyball,Colorado State,Colorado State
77649,Air Force,28-Sep-2008,3 - 0,Win,W Volleyball,BYU,Air Force
77650,New Mexico,3-Oct-2008,0 - 3,Loss,W Volleyball,New Mexico,New Mexico
77651,TCU,4-Oct-2008,0 - 3,Loss,W Volleyball,TCU,TCU
77652,San Diego State,10-Oct-2008,1 - 3,Loss,W Volleyball,BYU,SDSU
77653,UNLV,12-Oct-2008,0 - 3,Loss,W Volleyball,BYU,UNLV
77654,Utah,18-Oct-2008,0 - 3,Loss,W Volleyball,BYU,Utah
77655,Air Force,23-Oct-2008,3 - 0,Win,W Volleyball,Air Force,Air Force
77656,Texas,25-Oct-2008,0 - 3,Loss,W Volleyball,Texas,Texas
77657,New Mexico,2-Nov-2008,0 - 3,Loss,W Volleyball,BYU,New Mexico
77658,TCU,1-Nov-2008,3 - 1,Win,W Volleyball,BYU,TCU
77659,UNLV,7-Nov-2008,2 - 3,Loss,W Volleyball,UNLV,UNLV
77660,San Diego State,8-Nov-2008,3 - 0,Win,W Volleyball,SDSU,SDSU
77661,Utah,15-Nov-2008,2 - 3,Loss,W Volleyball,Utah,Utah
77662,Colorado State,21-Nov-2008,3 - 2,Win,W Volleyball,BYU,Colorado State
77663,Wyoming,23-Nov-2008,3 - 0,Win,W Volleyball,BYU,Wyoming
77668,Autumn Classic,8-Sep-2007,,2nd,M Cross Country,BYU,
77669,NCAA Championships,19-Nov-2007,,22nd,M Cross Country,Indiana State,
77670,NCAA Regionals,10-Nov-2007,,4th,M Cross Country,Weber State,
77671,Notre Dame Invitational,28-Sep-2007,0 - 0,7th,M Cross Country,Notre Dame,Notre Dame
77672,Pre-Nationals,13-Oct-2007,,11th,M Cross Country,Indiana State,Indiana State
77673,MWC Championships,27-Oct-2007,,1st,M Cross Country,New Mexico,
77674,Dave Murray Invite,14-Sep-2007,,1st,M Cross Country,Arizona,Arizona
77675,BYU Autumn Classic,6-Sep-2008,,1st,W Cross Country,BYU,
77676,Bob Firman Invitational,20-Sep-2008,0 - 0,1st,W Cross Country,Boise State,Boise State
77677,UC Riverside Invitational,27-Sep-2008,0 - 0,1st,W Cross Country,UC Riverside,UC Riverside
77678,Bill Dellinger Invitational,4-Oct-2008,,5th,W Cross Country,Oregon,Oregon
77679,Pre-Nationals,18-Oct-2008,0 - 0,12th,W Cross Country,Indiana State,Indiana State
77680,Mountain West Conference Championships,1-Nov-2008,0 - 0,2nd,W Cross Country,,
77681,NCAA Mountain Region Championships,15-Nov-2008,0 - 0,5th,W Cross Country,,
77682,NCAA Championships,24-Nov-2008,0 - 0,,W Cross Country,,
77683,No. 13 Oklahoma St.,20-Feb-2009,14 - 17,Loss,Baseball,Oklahoma State,Oklahoma State
77684,Manhattan College,21-Feb-2009,6 - 20,Loss,Baseball,Oklahoma State,
77685,No. 6 Baylor,24-Feb-2009,6 - 7,Loss,Baseball,Baylor,Baylor
77686,Portland,26-Feb-2009,10 - 2,Win,Baseball,BYU,Portland
77687,Portland,27-Feb-2009,3 - 8,Loss,Baseball,BYU,Portland
77688,Portland,28-Feb-2009,10 - 3,Win,Baseball,BYU,Portland
77689,Wichita St.,2-Mar-2009,5 - 6,Loss,Baseball,Wichita State,Wichita State
77690,Wichita St.,3-Mar-2009,3 - 1,Win,Baseball,Wichita State,Wichita State
77691,St. John's,6-Mar-2009,5 - 4,Win,Baseball,BYU,St. John's
77692,Utah,12-Mar-2009,4 - 1,Win,Baseball,Utah,Utah
77693,Utah,14-Mar-2009,13 - 15,Loss,Baseball,BYU,Utah
77694,Utah,14-Mar-2009,11 - 3,Win,Baseball,BYU,Utah
77695,San Diego St.,20-Mar-2009,6 - 2,Win,Baseball,SDSU,SDSU
77696,San Diego St.,21-Mar-2009,4 - 2,Win,Baseball,SDSU,SDSU
77697,San Diego St.,21-Mar-2009,5 - 11,Loss,Baseball,SDSU,SDSU
77698,No. 20 New Mexico,27-Mar-2009,5 - 7,Loss,Baseball,New Mexico,New Mexico
77699,No. 20 New Mexico,28-Mar-2009,15 - 13,Win,Baseball,New Mexico,New Mexico
77700,No. 20 New Mexico,28-Mar-2009,5 - 9,Loss,Baseball,New Mexico,New Mexico
77701,Washington St.,6-Apr-2009,8 - 12,Loss,Baseball,Washington State,Washington State
77702,Washington St.,7-Apr-2009,4 - 13,Loss,Baseball,Washington State,Washington State
77703,Air Force,10-Apr-2009,4 - 5,Loss,Baseball,BYU,Air Force
77704,Air Force,11-Apr-2009,7 - 0,Win,Baseball,BYU,Air Force
77705,Air Force,11-Apr-2009,9 - 2,Win,Baseball,BYU,Air Force
77706,No. 14 Oregon St.,13-Apr-2009,6 - 7,Loss,Baseball,Oregon State,Oregon State
77707,No. 14 Oregon St.,14-Apr-2009,4 - 8,Loss,Baseball,Oregon State,Oregon State
77708,Utah,18-Apr-2009,7 - 4,Win,Baseball,Utah,Utah
77709,Utah,18-Apr-2009,12 - 7,Win,Baseball,Utah,Utah
77710,New Mexico,24-Apr-2009,2 - 12,Loss,Baseball,BYU,New Mexico
77711,New Mexico,25-Apr-2009,12 - 11,Win,Baseball,BYU,New Mexico
77712,No. 15 TCU,1-May-2009,5 - 8,Loss,Baseball,TCU,TCU
77713,No. 15 TCU,2-May-2009,3 - 5,Loss,Baseball,TCU,TCU
77714,UNLV,8-May-2009,15 - 12,Win,Baseball,BYU,UNLV
77715,UNLV,9-May-2009,14 - 13,Win,Baseball,BYU,UNLV
77716,Washington,13-May-2009,4 - 2,Win,Baseball,Washington,Washington
77717,Washington,14-May-2009,3 - 9,Loss,Baseball,Washington,Washington
77718,Western Oregon (exh.),6-Nov-2008,79 - 51,Win,W Basketball,BYU,
77719,Dixie State College (exh.),9-Nov-2008,77 - 40,Win,W Basketball,BYU,Dixie State
77720,Portland State,15-Nov-2008,73 - 64,Loss,W Basketball,Portland State,Portland State
77721,Nevada,19-Nov-2008,81 - 63,Win,W Basketball,Nevada,Nevada
77722,Oregon,21-Nov-2008,67 - 45,Win,W Basketball,BYU,Oregon
77723,Univ. of Connecticut,26-Nov-2008,47 - 96,Loss,W Basketball,BYU,UConn
77724,Southern Utah Univ.,29-Nov-2008,70 - 64,Win,W Basketball,BYU,Southern Utah
77725,Weber State University,11-Dec-2008,76 - 69,Win,W Basketball,BYU,Weber State
77726,Utah State University,13-Dec-2008,61 - 60,Win,W Basketball,BYU,Utah State
77727,Long Beach State,21-Dec-2008,66 - 49,Win,W Basketball,Long Beach State,Long Beach State
77728,Arkansas State,31-Dec-2008,49 - 39,Win,W Basketball,BYU,
77729,Univ. of Portland,3-Jan-2009,65 - 37,Win,W Basketball,Portland,Portland
77730,Ptarmigan Ram Fall Classic,8-Sep-2008,,,W Golf,Colorado State,Colorado State
77731,The Branch Law Firm/Dick McGuire Invitational,18-Sep-2008,,,W Golf,New Mexico,New Mexico
77732,Edean Ihlanfeldt Invitational,6-Oct-2008,,,W Golf,Washington,Washington
77733,Las Vegas Collegiate Showdown,27-Oct-2008,,,W Golf,UNLV,UNLV
77734,Northrop Grumman Regional Challenge,9-Feb-2009,,,W Golf,Ohio State,Ohio State
77735,Pepperdine Spring Invitational,3-Mar-2009,,,W Golf,Pepperdine,Pepperdine
77736,UNLV Spring Invitational,9-Mar-2009,,,W Golf,UNLV,UNLV
77737,BYU Dixie Classic,24-Mar-2009,,,W Golf,Dixie State,
77738,SunTrust Lady Gator Invitational,6-Apr-2009,,,W Golf,Florida,Florida
77739,MWC Championships,16-Apr-2009,,,W Golf,,
77742,BYU Invitational,18-Sep-2008,,Unknown,W Tennis,BYU,
77743,Cal Berkeley Invite,26-Sep-2008,0 - 0,Unknown,W Tennis,Cal,Cal
77744,Regionals,15-Oct-2008,0 - 0,Unknown,W Tennis,,Opp
77745,Matador Invitational,7-Nov-2008,0 - 0,Unknown,W Tennis,,Opp
77746,Utah State,30-Jan-2009,7 - 0,Win,W Tennis,BYU,Utah State
77747,Washington State,23-Jan-2009,6 - 1,Win,W Tennis,BYU,Washington State
77748,Washington,24-Jan-2009,1 - 6,Loss,W Tennis,BYU,Washington
77749,Arkansas,6-Feb-2009,1 - 6,Loss,W Tennis,Arkansas,Arkansas
77750,Wichita State,8-Feb-2009,6 - 1,Win,W Tennis,Wichita State,Wichita State
77751,Notre Dame,21-Feb-2009,1 - 6,Loss,W Tennis,BYU,Notre Dame
77752,Boise State,25-Feb-2009,2 - 5,Loss,W Tennis,BYU,Boise State
77753,Nevada,28-Feb-2009,4 - 3,Win,W Tennis,BYU,Nevada
77754,Kansas State,5-Mar-2009,7 - 0,Win,W Tennis,Kansas State,Kansas State
77755,Kansas,6-Mar-2009,4 - 3,Win,W Tennis,Kansas,Kansas
77756,Oklahoma State,7-Mar-2009,6 - 1,Win,W Tennis,Oklahoma State,Oklahoma State
77757,South Carolina,16-Jan-2009,2 - 5,Loss,W Tennis,South Carolina,South Carolina
77758,Denver,16-Mar-2009,3 - 4,Loss,W Tennis,Denver,Denver
77759,Colorado State,26-Mar-2009,7 - 0,Win,W Tennis,BYU,Colorado State
77760,Wyoming,27-Mar-2009,7 - 0,Win,W Tennis,BYU,Wyoming
77761,Air Force,28-Mar-2009,7 - 0,Win,W Tennis,BYU,Air Force
77762,New Mexico,3-Apr-2009,4 - 3,Win,W Tennis,New Mexico,New Mexico
77763,TCU,4-Apr-2009,3 - 4,Loss,W Tennis,TCU,TCU
77764,Utah,11-Apr-2009,5 - 2,Win,W Tennis,BYU,Utah
77765,San Diego State,17-Apr-2009,2 - 5,Loss,W Tennis,SDSU,SDSU
77766,UNLV,18-Apr-2009,0 - 6,Loss,W Tennis,UNLV,UNLV
77767,MWC Championships,22-Apr-2009,0 - 0,Unknown,W Tennis,,Opp
77768,NCAA First & Second Rounds,8-May-2009,0 - 0,Unknown,W Tennis,,Opp
77769,NCAA Finals,15-May-2009,0 - 0,Unknown,W Tennis,,Opp
77770,Utah Fall Tennis Classic,11-Sep-2008,0 - 0,Unknown,M Tennis,BYU,Utah
77771,ITA All-American,9-Oct-2008,0 - 0,Unknown,M Tennis,,Opp
77772,ITA Region VII Championships,15-Oct-2008,0 - 0,Unknown,M Tennis,,Opp
77773,Southern California Intercollegiate Championships,5-Nov-2008,0 - 0,Unknown,M Tennis,USC,USC
77774,Utah State,16-Jan-2009,7 - 0,Win,M Tennis,BYU,Utah State
77775,Weber State,17-Jan-2009,6 - 1,Win,M Tennis,BYU,Weber State
77776,UCLA,22-Jan-2009,0 - 7,Loss,M Tennis,UCLA,UCLA
77777,UC Irvine,24-Jan-2009,4 - 3,Win,M Tennis,,
77778,William & Mary,30-Jan-2009,2 - 5,Loss,M Tennis,William and Mary,William and Mary
77779,Elon,31-Jan-2009,4 - 3,Win,M Tennis,Elon,Elon
77780,Santa Clara,20-Feb-2009,7 - 0,Win,M Tennis,BYU,Santa Clara
77781,Denver,21-Feb-2009,4 - 3,Win,M Tennis,BYU,Denver
77782,Boise State,14-Mar-2009,3 - 4,Loss,M Tennis,Boise State,Boise State
77783,Southern Mississippi,21-Mar-2009,6 - 1,Win,M Tennis,Southern Miss,Southern Miss
77784,Nebraska,22-Mar-2009,3 - 4,Loss,M Tennis,Nebraska,Nebraska
77785,Eastern Washington,27-Mar-2009,6 - 1,Win,M Tennis,BYU,Eastern Washington
77786,Loyola Marymount,27-Mar-2009,7 - 0,Win,M Tennis,BYU,Loyola Marymount
77787,Montana State,28-Mar-2009,7 - 0,Win,M Tennis,BYU,
77788,TCU,2-Apr-2009,2 - 5,Loss,M Tennis,TCU,TCU
77789,Utah,3-Apr-2009,2 - 5,Loss,M Tennis,Utah,Utah
77790,UNLV,4-Apr-2009,6 - 1,Win,M Tennis,UNLV,UNLV
77791,San Diego State,9-Apr-2009,5 - 2,Win,M Tennis,SDSU,SDSU
77792,Air Force,10-Apr-2009,7 - 0,Win,M Tennis,Air Force,Air Force
77793,New Mexico,11-Apr-2009,3 - 4,Loss,M Tennis,New Mexico,New Mexico
77794,MWC Championships,22-Apr-2009,0 - 0,Unknown,M Tennis,,Opp
77795,NCAA Regionals,8-May-2009,0 - 0,Unknown,M Tennis,,Opp
77796,NCAA Finals,14-May-2009,0 - 0,Unknown,M Tennis,,Opp
77797,William H. Tucker Invitational,26-Sep-2008,0 - 0,Unknown,M Golf,New Mexico,New Mexico
77798,Husky Invitational,29-Sep-2008,0 - 0,Unknown,M Golf,Washington,Washington
77799,Baylor Intercollegiate,27-Oct-2008,0 - 0,Unknown,M Golf,Baylor,Baylor
77800,Pacific Invitational,3-Nov-2008,,,M Golf,,Pacific
77801,PING Arizona Intercollegiate,2-Feb-2009,,,M Golf,Arizona,Arizona
77802,John Burns Invitational,18-Feb-2009,,,M Golf,Hawai'i,Hawai'i
77803,USC Intercollegiate,23-Feb-2009,,,M Golf,USC,USC
77804,Fresno Lexus Classic,9-Mar-2009,,,M Golf,Fresno State,Fresno State
77805,Morris Williams Intercollegiate,30-Mar-2009,,,M Golf,Texas,Texas
77806,ASU Thunderbird Invitational,10-Apr-2009,,,M Golf,Arizona State,Arizona State
77807,PING Cougar Classic,24-Apr-2009,,,M Golf,BYU,
77808,Mountain West Conference Championships,30-Apr-2009,,,M Golf,,
77809,NCAA Regionals,14-May-2009,,,M Golf,,
77810,NCAA Championships,25-May-2009,,,M Golf,,
77811,No. 11 Lewis,18-Jan-2009,3 - 1,Win,M Volleyball,BYU,
77812,Cal Baptist,16-Jan-2009,2 - 3,Loss,M Volleyball,BYU,Cal Baptist
77813,No. 11 Hawaii,23-Jan-2009,3 - 1,Win,M Volleyball,BYU,Hawai'i
77814,No. 11 Hawaii,24-Jan-2009,3 - 0,Win,M Volleyball,BYU,Hawai'i
77815,No. 10 UC Santa Barbara,31-Jan-2009,2 - 3,Loss,M Volleyball,UC Santa Barbara,UC Santa Barbara
77816,No. 10 UC Santa Barbara,1-Feb-2009,3 - 2,Win,M Volleyball,UC Santa Barbara,UC Santa Barbara
77817,No. 5 USC,7-Feb-2009,1 - 3,Loss,M Volleyball,USC,USC
77818,No. 5 USC,8-Feb-2009,2 - 3,Loss,M Volleyball,USC,USC
77819,No. 10 UC San Diego,21-Feb-2009,3 - 0,Win,M Volleyball,BYU,UCSD
77820,No. 10 UC San Diego,22-Feb-2009,3 - 0,Win,M Volleyball,BYU,UCSD
77821,Pacific,28-Feb-2009,3 - 1,Win,M Volleyball,Pacific,Pacific
77822,Pacific,1-Mar-2009,3 - 0,Win,M Volleyball,Pacific,Pacific
77823,No. 1 CS Northridge,6-Mar-2009,0 - 3,Loss,M Volleyball,CSUN,CSUN
77824,No. 1 CS Northridge,7-Mar-2009,0 - 3,Loss,M Volleyball,CSUN,CSUN
77825,No. 5 Long Beach State,21-Mar-2009,3 - 2,Win,M Volleyball,BYU,Long Beach State
77826,No. 5 Long Beach State,22-Mar-2009,3 - 2,Win,M Volleyball,BYU,Long Beach State
77827,No. 10 UCLA,28-Mar-2009,1 - 3,Loss,M Volleyball,BYU,UCLA
77828,No. 10 UCLA,29-Mar-2009,3 - 1,Win,M Volleyball,BYU,UCLA
77829,No. 1 UC Irvine,3-Apr-2009,3 - 1,Win,M Volleyball,BYU,
77830,No. 1 UC Irvine,4-Apr-2009,1 - 3,Loss,M Volleyball,BYU,
77831,No. 5 Stanford,11-Apr-2009,3 - 2,Win,M Volleyball,Stanford,Stanford
77832,No. 5 Stanford,12-Apr-2009,0 - 3,Loss,M Volleyball,Stanford,Stanford
77833,No. 2 Pepperdine,17-Apr-2009,1 - 3,Loss,M Volleyball,Pepperdine,Pepperdine
77834,No. 2 Pepperdine,18-Apr-2009,3 - 1,Win,M Volleyball,Pepperdine,Pepperdine
77835,No. 2 CS Northridge - MPSF Quarterfinals,26-Apr-2009,1 - 3,Loss,M Volleyball,CSUN,CSUN
77836,Concordia University,7-Nov-2008,96 - 54,Win,M Basketball,BYU,
